name|detail_url|address/street|address/city|address/state|address/zip|phone|email_link|website|description
Blue Cross Blue Shield/Security Plus Insurance Co.|//business.lakenormanchamber.org/directory/Details/blue-cross-blue-shield-security-plus-insurance-co-1573612|P.O. Box 2697|Cornelius|NC|28031|(704) 892-7210|https://business.lakenormanchamber.org/directory/Contact/P7EKm78r|http://www.securityplushealthinsurance.com/|
Blueharbor bank|//business.lakenormanchamber.org/directory/Details/blueharbor-bank-1573889|106 Corporate Park Dr|Mooresville|NC|28117|(704) 990-7200||http://www.blueharborbank.com/|
Boat Rack, Chaparral Boats|//business.lakenormanchamber.org/directory/Details/boat-rack-chaparral-boats-1573945|7865 Spinnaker Bay Drive|Sherrills Ford|NC|28673|(828) 478-2118|https://business.lakenormanchamber.org/directory/Contact/rXq7G38p|http://www.theboatrack.com/|
Bonnie Uebele|//business.lakenormanchamber.org/directory/Details/bonnie-uebele-3282512||||||https://business.lakenormanchamber.org/directory/Contact/Pd9DQDzL||
Bookman Bright Retirement Planning & Capital Management|//business.lakenormanchamber.org/directory/Details/bookman-bright-retirement-planning-capital-management-1573785|209 Delburg Street, Suite 205|Davidson|NC|28036|(704) 256-6016 x101|https://business.lakenormanchamber.org/directory/Contact/p8EYXmYP|http://www.bookmanbright.com/|
Bravo Team|//business.lakenormanchamber.org/directory/Details/bravo-team-3461445|11125 Treynorth Drive|Cornelius|NC|28031|(980) 444-3402|https://business.lakenormanchamber.org/directory/Contact/rXmYYK5p|http://www.bravoteam.tech/|
Brenda Pressley, CPA, CBM, PFS, CGMA|//business.lakenormanchamber.org/directory/Details/brenda-pressley-cpa-cbm-pfs-cgma-1574027|120 S. Village Lane, Suite C|Davidson|NC|28036|(704) 892-1914|https://business.lakenormanchamber.org/directory/Contact/rOO7oj7r|https://www.brendahpressleycpa.com/daily-news|
Brewer Co., Inc|//business.lakenormanchamber.org/directory/Details/brewer-co-inc-1574111|11216 Arthur Auten Road Road|Huntersville|NC|28078|(704) 875-8424|https://business.lakenormanchamber.org/directory/Contact/rkgzbqKr|http://www.brewercoinc.com/|
Brickhouse Tavern|//business.lakenormanchamber.org/directory/Details/brickhouse-tavern-1573974|209 Delburg Street - Suite 210|Davidson|NC|28036|(704) 987-2022|https://business.lakenormanchamber.org/directory/Contact/Lmwab1qp|http://www.brickhousetavern.com/|
Bricks & Minifigs - Huntersville|//business.lakenormanchamber.org/directory/Details/bricks-minifigs-huntersville-3437837|9709 Sam Furr Road Suite C|Huntersville|NC|28078|(980) 925-5095|https://business.lakenormanchamber.org/directory/Contact/PdKdB8ep|http://www.bricksandminifigs.com/charlotte-huntersville-nc|
Bridge of Hearts|//business.lakenormanchamber.org/directory/Details/bridge-of-hearts-3502523|355 South Broad Street|Mooresville|NC|28115|(704) 351-6086|https://business.lakenormanchamber.org/directory/Contact/Lm5QZ6WL|http://www.bohnc.org/|
Brighten Up Organizing|//business.lakenormanchamber.org/directory/Details/brighten-up-organizing-3919618||Davidson|NC||(704) 286-6685|https://business.lakenormanchamber.org/directory/Contact/PYWWvX1r|http://brightenuporganizing.com/|
Brighter Smiles of Davidson|//business.lakenormanchamber.org/directory/Details/brighter-smiles-of-davidson-2834047|14518 Grundys Way|Davidson|NC|28036|561-886-8081|https://business.lakenormanchamber.org/directory/Contact/pgX9VveP|http://linktr.ee/brightsmilesdavidson|
Brittian Chiropractic Mooresville|//business.lakenormanchamber.org/directory/Details/brittian-chiropractic-mooresville-3116900|584 Brawley School Rd Suite 105|Mooresville|NC|28117|7043602628|https://business.lakenormanchamber.org/directory/Contact/pRy4XZbr|http://brittianchiropracticcenter.com/mooresville|
BriVanna Boutique|//business.lakenormanchamber.org/directory/Details/brivanna-boutique-3132744|15004 Village Crossing Rd. Suite 500|Huntersville|NC|28078|17042374624|https://business.lakenormanchamber.org/directory/Contact/LElbxAqP|http://www.brivannaboutique.com/|
Brooklyn South Pizzeria & Italian Eatery|//business.lakenormanchamber.org/directory/Details/brooklyn-south-pizzeria-italian-eatery-1574023|19400 Jetton Road|Cornelius|NC|28031|(704) 896-2928||http://www.brooklynsouthpizzeria.com/|
BugOut|//business.lakenormanchamber.org/directory/Details/bugout-3691357|9009 Perimeter Woods Drive Suite G|Charlotte|NC|28216|(704) 745-8691|https://business.lakenormanchamber.org/directory/Contact/p5VX9E3P|http://bugoutservice.com/|
Bulldog Asset Management|//business.lakenormanchamber.org/directory/Details/bulldog-asset-management-1573802|15705 Framingham Lane|Huntersville|NC|28078|(704) 895-0586|https://business.lakenormanchamber.org/directory/Contact/PeZxlW2L||
Burners Cigar Co.|//business.lakenormanchamber.org/directory/Details/burners-cigar-co-1573838|16620 Cranlyn Road, Suite 130|Huntersville|NC|28078|(704) 892-5112|https://business.lakenormanchamber.org/directory/Contact/LxRkxbXp|http://www.burnerscigar.com/|
Business Today|//business.lakenormanchamber.org/directory/Details/business-today-1573611|P. O. Box 2062|Cornelius|NC|28031|(704) 895-1335|https://business.lakenormanchamber.org/directory/Contact/rDg5WEzL|https://www.businesstodaync.com/|
BVS Systems Inc|//business.lakenormanchamber.org/directory/Details/bvs-systems-inc-1573881|18525 Statesville Road, Suite D7|Cornelius|NC|28031|(704) 896-9989|https://business.lakenormanchamber.org/directory/Contact/pBD4EEmL|http://www.bvssystemsinc.com/|
Caboodle Home Solutions|//business.lakenormanchamber.org/directory/Details/caboodle-home-solutions-3029991|139 Southhaven Dr|Mooresville|NC|28117|7042660795|https://business.lakenormanchamber.org/directory/Contact/rZAMWm6L|http://caboodlehomesolutions.com/|
Cadence Living, Huntersville|//business.lakenormanchamber.org/directory/Details/cadence-living-huntersville-1574274|250 Commerce Center Drive|Huntersville|NC|28078|(704) 875-6100|https://business.lakenormanchamber.org/directory/Contact/P3BDmMlp|https://www.cadencenorthcarolina.com/our-locations/cadence-huntersville/|
Cain Center for the Arts|//business.lakenormanchamber.org/directory/Details/cain-center-for-the-arts-1573684|21348 Catawba Avenue|Cornelius|NC|28031|(980) 689-3101|https://business.lakenormanchamber.org/directory/Contact/P7EKmOmr|http://www.cainarts.org/|
Camp Dogwood Meeting & Retreat Center ~  NC Lions Club|//business.lakenormanchamber.org/directory/Details/camp-dogwood-meeting-retreat-center-nc-lions-club-1573610|7062 Camp Dogwood Drive|Sherrills Ford|NC|28673|(828) 478-2135|https://business.lakenormanchamber.org/directory/Contact/pVe7oGlr|https://www.nclionscampdogwood.org/|
Cannon School|//business.lakenormanchamber.org/directory/Details/cannon-school-1574058|5801 Poplar Tent Road|Concord|NC|28027|(704) 786-8171  X 165|https://business.lakenormanchamber.org/directory/Contact/PoXe15aL|http://www.cannonschool.org/|
CARE MedSpa|//business.lakenormanchamber.org/directory/Details/care-medspa-2885467|20905 Torrence Chapel Road 201|Cornelius|NC|28031|7043139419|https://business.lakenormanchamber.org/directory/Contact/P22Q9k6P|http://care-medspa.com/|
CareBuilders at Home|//business.lakenormanchamber.org/directory/Details/carebuilders-at-home-3736145|10130 Mallard Creek Road Suite 110|Charlotte|NC|28262|(964) 699-60183|https://business.lakenormanchamber.org/directory/Contact/Lyxllw1P|http://www.carebuildersathome.com/north-mecklenburg-county|
Carefree Boat Club Lake Norman / Lake Wylie|//business.lakenormanchamber.org/directory/Details/carefree-boat-club-lake-norman-lake-wylie-1573814|18020 Kings Point Drive|Cornelius|NC|28031|(704) 557-0848||http://www.carefreeboats.com/|
Caribou Coffee|//business.lakenormanchamber.org/directory/Details/caribou-coffee-3633614|8909 Lindholm Drive Suite C|Huntersville|NC|28078|(612) 295-0707|https://business.lakenormanchamber.org/directory/Contact/r6wy86Jp|http://cariboucoffee.com/|
Carl Harris, CPA PLLC|//business.lakenormanchamber.org/directory/Details/carl-harris-cpa-pllc-3628724|23100 Maple Branch Drive|Huntersville|NC|28078|(813) 598-3142|https://business.lakenormanchamber.org/directory/Contact/LbdQlGJp|http://www.carlharriscpa.com/|
Carney Insurance Agency|//business.lakenormanchamber.org/directory/Details/carney-insurance-agency-1574102|190 Jackson Street|Davidson|NC|28036|(704) 892-1115|https://business.lakenormanchamber.org/directory/Contact/pMw71jqL|https://www.goparksins.com/|
Carolina Caring|//business.lakenormanchamber.org/directory/Details/carolina-caring-2559219|9735 Kincey Avenue Suite 202|Huntersville|NC|28078|(828) 466-0466|https://business.lakenormanchamber.org/directory/Contact/r4WEqzxL|http://www.carolinacaring.org/|
Carolina Cleaning Pros|//business.lakenormanchamber.org/directory/Details/carolina-cleaning-pros-2986605|13708 damson dr|Huntersville|NC|28078|9804061807|https://business.lakenormanchamber.org/directory/Contact/pGnxao9r|http://www.carolinacleaningpros.com/|
Carolina Counseling and Consulting Services|//business.lakenormanchamber.org/directory/Details/carolina-counseling-and-consulting-services-3408826|531 Brentwood Road Suite 308|Denver|NC|28037-8230|(704) 266-4208|https://business.lakenormanchamber.org/directory/Contact/r6YqWB7L|http://www.carolinaccs.com/|
Carolina Custom Wheels Tires Accessories|//business.lakenormanchamber.org/directory/Details/carolina-custom-wheels-tires-accessories-1632595|20310 Chartwell Center Drive|Cornelius|NC|28031|(704) 655-4444|https://business.lakenormanchamber.org/directory/Contact/r6V4m2Kr|http://www.carolinacustomwheels.com/|
Carolina Diving Academy|//business.lakenormanchamber.org/directory/Details/carolina-diving-academy-3028654|15847 Kelly Park Circle|Huntersville|NC|28078|7044645337|https://business.lakenormanchamber.org/directory/Contact/rkNvKYXL|http://carolinadivingacademy.com/|
Carolina Farm Trust / Free Spirit Farm|//business.lakenormanchamber.org/directory/Details/carolina-farm-trust-free-spirit-farm-1574155|9627 Willow Leaf Lane|Cornelius|NC|28031|(704) 264-6088|https://business.lakenormanchamber.org/directory/Contact/rkgzbvOr|http://www.carolinafarmtrust.org/|
Carolina Kiss Boutique|//business.lakenormanchamber.org/directory/Details/carolina-kiss-boutique-2693163|1225 north highway 16 business|Denver|NC|28037|704-966-1640|https://business.lakenormanchamber.org/directory/Contact/PoW67KdP|http://carolinakiss.com/|
Carolina Neurosurgery & Spine Associates|//business.lakenormanchamber.org/directory/Details/carolina-neurosurgery-spine-associates-1573749|10314 Hamptons Dr.|Huntersville|NC|28078|(704) 831-4100|https://business.lakenormanchamber.org/directory/Contact/rOO7onYr|http://www.cnsa.com/|
Carolina Office Systems|//business.lakenormanchamber.org/directory/Details/carolina-office-systems-1573854|10506 Bryton Corporate Center Building B Suite 400|Huntersville|NC|28078|(704) 337-8900|https://business.lakenormanchamber.org/directory/Contact/p9eJ07Zp|http://www.carolinaos.com/|
Carolina Oral and Facial Surgery|//business.lakenormanchamber.org/directory/Details/carolina-oral-and-facial-surgery-1573917|19910 North Cove Road|Cornelius|NC|28031|(704) 892-1198|https://business.lakenormanchamber.org/directory/Contact/P3BD4Glp|http://www.carolinaoms.com/|
Carolina Pooper Scoopers|//business.lakenormanchamber.org/directory/Details/carolina-pooper-scoopers-1850148|14311 Reese Blvd A2|Huntersville|NC|28078|980.272.7757|https://business.lakenormanchamber.org/directory/Contact/LEmJMO0L|http://www.carolinapooperscoopers.com/|
Carolina Raptor Center|//business.lakenormanchamber.org/directory/Details/carolina-raptor-center-1574101|6000 Sample Road|Huntersville|NC|28078|(704) 875-6521|https://business.lakenormanchamber.org/directory/Contact/PoXe1nVL|http://www.carolinaraptorcenter.org/|
Carolina Renaissance Festival|//business.lakenormanchamber.org/directory/Details/carolina-renaissance-festival-1574056|16445 Poplar Tent Road|Huntersville|NC|28078|(704) 896-5555|https://business.lakenormanchamber.org/directory/Contact/LqWVX2Op|https://www.carolina.renfestinfo.com/|
Carolina Senior Benefits|//business.lakenormanchamber.org/directory/Details/carolina-senior-benefits-3447782|18047 West Catawba Avenue Suite B|CORNELIUS|NC|28031|(704) 765-4689|https://business.lakenormanchamber.org/directory/Contact/rZ1ZKvYL|http://carolinaseniorbenefits.com/|
Carolinas Telco Federal Credit Union|//business.lakenormanchamber.org/directory/Details/carolinas-telco-federal-credit-union-2159267|PO Box 668467 PO Box 668467|Charlotte|NC|28266|1-800-622-5305|https://business.lakenormanchamber.org/directory/Contact/rZz39bNr|http://www.ctelco.org/|
Casa Law, PA|//business.lakenormanchamber.org/directory/Details/casa-law-pa-2387605|210 Delburg Street|Davidson|NC|28036|980-443-4500|https://business.lakenormanchamber.org/directory/Contact/P1VEd8yL|https://casa-law-pa.business.site/?utm_source=gmb&utm_medium=referral|
Cashion's Quik Stop|//business.lakenormanchamber.org/directory/Details/cashion-s-quik-stop-1574100|P.O. Box 520|Cornelius|NC|28031|(704) 892-8801|https://business.lakenormanchamber.org/directory/Contact/LyE6wD2L||
Catapult|//business.lakenormanchamber.org/directory/Details/catapult-1573932|9140 Arrowpoint Boulevard Suite 140|Charlotte|NC|28273|(704) 522-8011|https://business.lakenormanchamber.org/directory/Contact/pMw7vnlL|https://www.letscatapult.org/|
Caterpillar Ministries|//business.lakenormanchamber.org/directory/Details/caterpillar-ministries-1573674|PO Box 2155|Huntersville|NC|28070|(704) 517-7764|https://business.lakenormanchamber.org/directory/Contact/pjKWdvEP|http://www.caterpillarministries.org/|
CAV_OK Family Office|//business.lakenormanchamber.org/directory/Details/cav-ok-family-office-2163134|215 S. Main Street St 205|Davidson|NC|28036||https://business.lakenormanchamber.org/directory/Contact/rD8aXnyr|http://www.cfamilyoffice.com/|
Cavin Cook Funeral Service|//business.lakenormanchamber.org/directory/Details/cavin-cook-funeral-service-1574099|494 E. Plaza Drive|Mooresville|NC|28115|(704) 664-3363|https://business.lakenormanchamber.org/directory/Contact/PYE7o8JP|https://www.cavin-cook.com/|
CBC Stone & Recycling, LLC|//business.lakenormanchamber.org/directory/Details/cbc-stone-recycling-llc-1574301|638 Oakridge Farm Hwy|Mooresville|NC|28115|(704) 660-5111|https://business.lakenormanchamber.org/directory/Contact/plzgqjNL|http://www.cbcstoneandrecycling.com/|
Centerpiece Home Staging LLC|//business.lakenormanchamber.org/directory/Details/centerpiece-home-staging-llc-1573874|19825-B North Cove Road, Box 166|Cornelius|NC|28031|(704) 488-5739|https://business.lakenormanchamber.org/directory/Contact/r4l4B78r|http://www.centerpiecehomestaging.com/|
Centerpoint Wealth Strategies|//business.lakenormanchamber.org/directory/Details/centerpoint-wealth-strategies-3909875|||||704-626-9255|https://business.lakenormanchamber.org/directory/Contact/p5ZVd3nP|http://www.centerpointwealthstrategies.com/|
Central Piedmont Community College|//business.lakenormanchamber.org/directory/Details/central-piedmont-community-college-2745277|P.O. Box 35009|Charlotte|NC|28235|(704) 330-2722 ext 4177|https://business.lakenormanchamber.org/directory/Contact/p03jX3Br|http://www.cpcc.edu/|
Cereset Davidson|//business.lakenormanchamber.org/directory/Details/cereset-davidson-2795925|709 Northeast Drive, Unit 19|Davidson|NC|28036|(704) 533-2035|https://business.lakenormanchamber.org/directory/Contact/Lv2ONEJL|http://www.cereset.com/|
CET Computer Magic LLC|//business.lakenormanchamber.org/directory/Details/cet-computer-magic-llc-1573680|224 Rolling Hill Road, Suite 5A|Mooresville|NC|28117|(704) 663-1238|https://business.lakenormanchamber.org/directory/Contact/LxRkxaep|http://www.cetofnc.com/|
CGC Water Treatment|//business.lakenormanchamber.org/directory/Details/cgc-water-treatment-1697964|1433 Hunter's Road|Huntersvile|NC|28078|(800) 633-7114|https://business.lakenormanchamber.org/directory/Contact/PNaNZbGp|http://www.cgcwater.com/|
Champion Tire & Wheel Inc.|//business.lakenormanchamber.org/directory/Details/champion-tire-wheel-inc-1573961|11106 Treynorth Drive|Cornelius|NC|28031|(704) 892-2500|https://business.lakenormanchamber.org/directory/Contact/PoXe8x6L|http://www.champtire.com/|
Charlotte Blinds|//business.lakenormanchamber.org/directory/Details/charlotte-blinds-3566051|11709 Fruehauf Drive Suite 135|Charlotte|NC|28273|(704) 373-9000|https://business.lakenormanchamber.org/directory/Contact/LxVxa6xp|http://charlotteblinds.com/|
Charlotte Business Journal|//business.lakenormanchamber.org/directory/Details/charlotte-business-journal-3568242|550 South Caldwell Street Suite 910|Charlotte|NC|28202|(704) 973-1100||http://www.bizjournals.com/|
Charlotte Independence Soccer Club|//business.lakenormanchamber.org/directory/Details/charlotte-independence-soccer-club-1801082|10228 Bailey Road Unit 203|Cornelius|NC|28031|704-894-9995|https://business.lakenormanchamber.org/directory/Contact/P12oaM4L|http://independencesoccer.club/|
Charlotte Payroll|//business.lakenormanchamber.org/directory/Details/charlotte-payroll-1573675|16930 W Catawba Ave Suite 205|Cornelius|NC|28031|(704) 609-1256|https://business.lakenormanchamber.org/directory/Contact/pG94aNNL|http://www.charlottepayroll.com/|
Charlotte Plantscapes|//business.lakenormanchamber.org/directory/Details/charlotte-plantscapes-2342852|6735 Reames Road, Suite 500|Charlotte|NC|28216|7045291399|https://business.lakenormanchamber.org/directory/Contact/r6gYVbWp|https://charlotteplantscapes.com/|
Chick-fil-A Lake Norman|//business.lakenormanchamber.org/directory/Details/chick-fil-a-lake-norman-1573825|16915 Statesville Road|Huntersville|NC|28078|(704) 892-0071|https://business.lakenormanchamber.org/directory/Contact/rDg5WlyL|https://www.chick-fil-a.com/|
Children's Hope Alliance|//business.lakenormanchamber.org/directory/Details/children-s-hope-alliance-1573952|P.O. Box 1 156 Frazier Loop|Barium Springs|NC|28010|(704) 872-4157|https://business.lakenormanchamber.org/directory/Contact/pG943zAL|http://www.childrenshopealliance.org/|
ChiroLife Wellness Center|//business.lakenormanchamber.org/directory/Details/chirolife-wellness-center-1574300|584 Brawley School Road, Suite 105|Mooresville|NC|28117|(704) 799-8750|https://business.lakenormanchamber.org/directory/Contact/LyE6wj4L|http://www.chirolifewellnesscenter.com/|
Choice USA Beverage Inc|//business.lakenormanchamber.org/directory/Details/choice-usa-beverage-inc-1574031|603 Groves Street|Lowell|NC|28098|(704) 823-1651|https://business.lakenormanchamber.org/directory/Contact/PKVlomXp|http://www.choiceusavending.com/|
Choplin's Restaurant|//business.lakenormanchamber.org/directory/Details/choplin-s-restaurant-1573863|19700-C One Norman Boulevard|Cornelius|NC|28031|(704) 892-4800|https://business.lakenormanchamber.org/directory/Contact/r6V4m77r|https://www.choplins.com/|
Christian Brothers Automotive, Huntersville|//business.lakenormanchamber.org/directory/Details/christian-brothers-automotive-huntersville-1573757|16618 Old Statesville Road|Huntersville|NC|28078|(704) 464-0620|https://business.lakenormanchamber.org/directory/Contact/LWq7oNwp|https://www.cbac.com/huntersville/?L=true|
Ciprian IT|//business.lakenormanchamber.org/directory/Details/ciprian-it-1630090|16501 Northcross Drive, Suite D|Huntersville|NC|28078|(704) 227-1876||http://www.ciprianit.com/|
Clarissa Oleksowicz Designs|//business.lakenormanchamber.org/directory/Details/clarissa-oleksowicz-designs-2767432|222 Fairview Lane|Davidson|NC|28036|7633508892|https://business.lakenormanchamber.org/directory/Contact/LEXdeByP|http://www.clarissaoleksowiczdesigns.com/|
Classic Bride & Formals|//business.lakenormanchamber.org/directory/Details/classic-bride-formals-2305408|P. O. Box 1856|Davidson|NC|28036|(704) 896-3655|https://business.lakenormanchamber.org/directory/Contact/PNa914Gp|http://www.classicbrideandformals.com/|
CliftonLarsonAllen LLP|//business.lakenormanchamber.org/directory/Details/cliftonlarsonallen-llp-3134794|227 West Trade St.|Charlotte|NC|28202|2159017278|https://business.lakenormanchamber.org/directory/Contact/P363eBep|http://www.claconnect.com/|
CLT Production|//business.lakenormanchamber.org/directory/Details/clt-production-3286914|104 Plymouth Road|Mooresville|NC|28117||https://business.lakenormanchamber.org/directory/Contact/p924eJ1P|http://www.cltproduction.com/|
Club Z! In-Home and Online Tutoring of Lake Norman|//business.lakenormanchamber.org/directory/Details/club-z-in-home-and-online-tutoring-of-lake-norman-1630094|Serving all of Lake Norman|Davidson|NC|28036|704-817-4520|https://business.lakenormanchamber.org/directory/Contact/p52yYjWP|http://www.clubztutoring.com/lake-norman/|
CM-Charlotte Air Conditioning|//business.lakenormanchamber.org/directory/Details/cm-charlotte-air-conditioning-3691358|16011 Hollingbourne Rd.|Huntersville|NC|28078|4104411179|https://business.lakenormanchamber.org/directory/Contact/rXm049Ep|http://www.cmcharlotte.com/|
Coffee Republic|//business.lakenormanchamber.org/directory/Details/coffee-republic-3585559|19905 West Catawba Avenue Suite 105|Cornelius|NC|28031|(203) 768-5661|https://business.lakenormanchamber.org/directory/Contact/LvNl1eJL|http://coffeerepub.com/|
Comfort Inn & Suites|//business.lakenormanchamber.org/directory/Details/comfort-inn-suites-1573901|19521 Li verpool Parkway|Cornelius|NC|28031|(704) 896-7622|https://business.lakenormanchamber.org/directory/Contact/PeZxllAL|https://www.choicehotels.com/north-carolina/cornelius/comfort-inn-hotels/nc061%3Fsource=gyxt|
Comfort Suites, Lake Norman Huntersville|//business.lakenormanchamber.org/directory/Details/comfort-suites-lake-norman-huntersville-1573868|14510 Boulder Park Drive|Huntersville|NC|28078|(704) 875-6220|https://business.lakenormanchamber.org/directory/Contact/LWq7o09p|http://www.choicehotels.com/nc619|
Community Pregnancy Center of Lake Norman|//business.lakenormanchamber.org/directory/Details/community-pregnancy-center-of-lake-norman-2481914|212 Caldwell Ave|Mooresville|NC|28115|704-664-4673|https://business.lakenormanchamber.org/directory/Contact/rJknbODp|http://pregnancycenterfriends.org/|
Comstasis|//business.lakenormanchamber.org/directory/Details/comstasis-1944353|1600 Knowles St|Nashville|TN|37208|(615) 375-0401|https://business.lakenormanchamber.org/directory/Contact/pREkdv9r|http://comstasis.com/|
Concetto's Italian Ice|//business.lakenormanchamber.org/directory/Details/concetto-s-italian-ice-3414623|19826 N Cove Rd unit E|Cornelius|NC|28031|(516) 900-2882|https://business.lakenormanchamber.org/directory/Contact/rkVNMVoL|http://www.concettositalianice.com/|
Concrete Coating Pros|//business.lakenormanchamber.org/directory/Details/concrete-coating-pros-2776308|P.O. BOX 748|Denver|NC|28037|7047417140|https://business.lakenormanchamber.org/directory/Contact/pjRB8MMp|http://www.concretecoatingsnc.com/|
Confete Soiree & Play|//business.lakenormanchamber.org/directory/Details/confete-soiree-play-3527137|14212 Statesville Road, Suite B1 Suite B1|Huntersville|NC|28078|(704) 274-5089|https://business.lakenormanchamber.org/directory/Contact/pR1795Yr|http://www.confetewithme.com/|
Consign On A Dime|//business.lakenormanchamber.org/directory/Details/consign-on-a-dime-1574208|19207 W. Catawba Avenue|Cornelius|NC|28031|(704) 892-8492|https://business.lakenormanchamber.org/directory/Contact/pg4vMDVP|http://www.consignonadime.com/|
Consolidated Planning|//business.lakenormanchamber.org/directory/Details/consolidated-planning-3794678||||||https://business.lakenormanchamber.org/directory/Contact/PYV22Q1L|http://cplanning.com/|
Conterra Networks|//business.lakenormanchamber.org/directory/Details/conterra-networks-3708325|5301 77 Center Drive|Charlotte|NC|28217|(888) 266-4836|https://business.lakenormanchamber.org/directory/Contact/p9WX5gzL|http://conterra.com/|
Contour Dentistry|//business.lakenormanchamber.org/directory/Details/contour-dentistry-2604923|19600 W Catawba Ave Ste C202|Cornelius|NC|28031|7048916160|https://business.lakenormanchamber.org/directory/Contact/rARXWRmp|http://contourdentistry.com/|
Cook Community Clinic|//business.lakenormanchamber.org/directory/Details/cook-community-clinic-1573778|14230 Hunters Road|Huntersville|NC|28078|(704) 947-6858|https://business.lakenormanchamber.org/directory/Contact/pVe7oynr|https://cookcommunityclinic.org/|
Cooke Rentals, Inc.|//business.lakenormanchamber.org/directory/Details/cooke-rentals-inc-1574009|18518 Statesville Road|Cornelius|NC|28031|(704) 896-0553|https://business.lakenormanchamber.org/directory/Contact/p07emw0r|http://www.cookerentals.com/|
Cool Kids Campaign|//business.lakenormanchamber.org/directory/Details/cool-kids-campaign-3124592|9601 Holly Point Drive Suite 102|Huntersville|NC|28078|(704) 997-5701|https://business.lakenormanchamber.org/directory/Contact/pj3qQxZP|http://coolkidscampaign.org/|
Cool Kids Clubhouse|//business.lakenormanchamber.org/directory/Details/cool-kids-clubhouse-1574263|9601 Holly Point Dr|Huntersville|NC|28078|(704) 997-5701|https://business.lakenormanchamber.org/directory/Contact/pR179vvr|http://www.coolkidscampaign.org/|
Copeland Richards,  PLLC|//business.lakenormanchamber.org/directory/Details/copeland-richards-pllc-1704572|POB 430 - 215 S Main Street|Davidson|NC|28036|(704) 439-4441|https://business.lakenormanchamber.org/directory/Contact/p07emmMr|http://www.copelandrichards.com/|
Copper Innovations, Inc.|//business.lakenormanchamber.org/directory/Details/copper-innovations-inc-1573764|122 Summerville Drive, #103|Mooresville|NC|28115|(704) 663-3497|https://business.lakenormanchamber.org/directory/Contact/plzgqBDL|http://www.copperinnovations.com/|
Corbin Health Coaching|//business.lakenormanchamber.org/directory/Details/corbin-health-coaching-3183022|14027 Helen Benson BLVD|Davidson|NC|28036|19372380916|https://business.lakenormanchamber.org/directory/Contact/Lbaqk0wP|http://www.corbinhealthcoaching.com/|
Core 4 Business Coaching|//business.lakenormanchamber.org/directory/Details/core-4-business-coaching-1629963||||||https://business.lakenormanchamber.org/directory/Contact/P3ByYR3p|https://core4businesscoaching.com/|
Cornelius Retail, LLC|//business.lakenormanchamber.org/directory/Details/cornelius-retail-llc-1574212|711 Central Ave|Charlotte|NC|28204|(704) 905-6555|https://business.lakenormanchamber.org/directory/Contact/rAn2vXDp|https://www.redpart.com/|
Cornelius Today|//business.lakenormanchamber.org/directory/Details/cornelius-today-1573877|PO Box 2062|Cornelius|NC|28031|(704) 895-1335|https://business.lakenormanchamber.org/directory/Contact/p524mmwP|http://www.corneliustoday.com/|
Cornelius Youth Orchestras|//business.lakenormanchamber.org/directory/Details/cornelius-youth-orchestras-2846197|19701 Bethel Church Rd Suite 103-147|Cornelius|NC|28031|7047106498|https://business.lakenormanchamber.org/directory/Contact/raNZxZ1p|http://www.corneliusyouthorchestras.com/|
Cornerstone Caregiving North Charlotte|//business.lakenormanchamber.org/directory/Details/cornerstone-caregiving-north-charlotte-1852050|16905 Northcross Drive Suite 180|Huntersville|NC|28078|704-387-5040|https://business.lakenormanchamber.org/directory/Contact/p07kWz0r|http://cornerstonecaregiving.com/NorthCharlotte|
Corriher & Michael, PLLC|//business.lakenormanchamber.org/directory/Details/corriher-michael-pllc-1573994|107 Kilson Drive Suite 205|Mooresville|NC|28117|(704) 663-0193|https://business.lakenormanchamber.org/directory/Contact/Lmwabwwp|https://www.corrihermichael.com/|
Cottage Care|//business.lakenormanchamber.org/directory/Details/cottage-care-1574188|19925 Jetton Road, Suite 101|Cornelius|NC|28031|(704) 237-4053|https://business.lakenormanchamber.org/directory/Contact/PKVlolGp|http://www.cottagecare.com/|
Country Inn & Suites by Radisson, Lake Norman|//business.lakenormanchamber.org/directory/Details/country-inn-suites-by-radisson-lake-norman-1573640|16617 Statesville Road|Huntersville|NC|28078|(704) 895-6565|https://business.lakenormanchamber.org/directory/Contact/PKVloYOp|https://www.radissonhotels.com/|
Covalen Incorporated|//business.lakenormanchamber.org/directory/Details/covalen-incorporated-3539626|5122 Cressingham Drive|Fort Mill|SC|29707|854-600-9905|https://business.lakenormanchamber.org/directory/Contact/PdKgxo3p|http://www.covalen.com/|
CPI Security|//business.lakenormanchamber.org/directory/Details/cpi-security-3584386|4300 Sandy Porter Road|Charlotte|NC|28658|(843) 534-1189|https://business.lakenormanchamber.org/directory/Contact/PYV7jWmL|http://cpisecurity.com/|
CPR Safety Net|//business.lakenormanchamber.org/directory/Details/cpr-safety-net-1574171|1544 E. Broad Street, Unit 236|Statesville|NC|28625|(704) 493-6663|https://business.lakenormanchamber.org/directory/Contact/PYE7o7DP|http://www.cprsafetynet.com/|
CR3 American Exteriors|//business.lakenormanchamber.org/directory/Details/cr3-american-exteriors-3658036|19109 West Catawba Avenue Suite 200|Cornelius|NC|28031|(980) 987-4001|https://business.lakenormanchamber.org/directory/Contact/rZ1WYK7L|http://charlottenc.cr3america.com/|
